Category;body
seloger;"Qu'elle soit produite par une centrale au charbon, au fuel, au gaz, ou nucléaire, l'électricité a un rendement énergétique désastreux.

Au mieux, 40%, c'est à dire que pour produire 1 kiloWatt, on en dépense 2,5. 

De plus, transporter cette électricité engendre des pertes: un peu plus de 10% de l'électricité produite se perd avant d'arriver au consommateur. 

Ces pertes représentent d'énormes émissions de CO2. 

Alors, interdisons de transformer cette énergie ""noble"" en simple chaleur. 
Avec une PAC air/eau, on obtiendra un rendement moyen (COP) de 4. 
Avec une PAC géothermique (qui prend ses calories dans la roche et pas dans l'air), le rendement moyen est de 20.   

Et recyclons les pertes thermiques des centrales sous forme de réseaux urbains de chaleur."
seloger;"D'après le rapport de la Cour des Comptes d'avril 2018 sur les énergies renouvelables, l'Etat Français a déjà subventionné ce secteur à hauteur de 121 Milliards d'€ (dépenses à date + engagements fermes). L’électricité française étant déjà largement décarbonée, on peut s'interroger sur la pertinence de ces subventions.
 A côté de cela, la France a pris beaucoup de retard en matière d'isolation thermique et de remplacement de vieilles chaudières (à fioul et/ou à gaz) par des pompes à chaleur.  
Ces milliards pourraient être beaucoup plus utiles s'ils étaient fléchés vers des aides à l'isolation et aux économies d'énergie thermique plutôt que qu'à vouloir ""décarboner"" une électricité qui l'est déjà."
seloger;"Financer l’isolation des bâtiments par le système du pacte finance climat ou inspiré de celui-ci.

Préserver les forêts, cesser les champs en monoculture et les coupe-rase qui détruisent la biodiversité et fragilisent les forêts les rendant plus susceptibles aux incendies. 

Ne pas développer la filière bois-énergie car elle participe aux émissions. Préférer d’autres usages comme la construction et la fabrication de meubles qui garantissent que le bois ne sera pas brûlé.

Aider les bûcherons travaillant en low-tech dans le respect de la biodiversité. Aider à générer des vocations en ce sens. 
Rétablir et créer des emplois à l’ONF avec des conditions de travail respectant les enjeux climatiques."
seloger;"Dans ma copropriété, le chauffage est collectif, et ne peut être individualisé sans dépenses très lourdes.
Les DPE obligatoires lors d'une vente ou d'une location sont calculés par des méthodes compliquées, qui donnent des résultats variant du simple au double...
Le bilan thermique de l'immeuble a également été calculé - et donne également des résultats très différents suivant la méthode...
Ce qui est stupide : il est facile de connaitre la dépense par appartement, puisque c'est la dépense globale répartie suivant la surface...
Et personne n'est incité à faire des investissements permettant de réduire sa facture de chauffage, puisque ses efforts seront dilués dans l'ensemble de l'immeuble...

La rénovation thermique des copropriétés doit absolument être entreprise : le bâtiment est l'un des plus gros émetteurs de CO2.
Mais il faut qu'un seuil soit défini de façon simple et non ambigüe. La méthode de calcul doit être définie de façon très claire (inclure ou non les dépenses de P2, P3, P4 ? inclure ou non le coût de l'électricité nécessaire aux pompes de circulation ?)

Il me parait absolument indispensable de définir officiellement cette méthode de calcul avant de parler d'obligation de rénovation."
seloger;Inciter les nouveaux propriétaires de maison neuve individuelle à installer des panneaux de production d'eau chaude solaire avec une forte aide de toutes les collectivités publiques selon leur niveau de gestion publique: réduction de l'impôt foncier (mairie, département), aide à l'investissement (région), réduction fiscale (Etat)
seloger;"Oser se lancer dans le ""bâtiment vert"" et ne pas avoir peur d'innover dans le domaine de l'éco-construction pour aboutir à des villes qui nuisent de moins en moins à l'environnement.
Cela inclus promouvoir les projets de construction écologique -autant à l'échelle individuelle qu'à l'échelle de l'éco-quartier- et revoir la conception des espaces verts pour que les essences plantées ne soient pas seulement esthétiques mais deviennent de mini-écosystèmes au sein de la ville.

Cela comprend bien sur l'implémentation de végétation de manière conséquente sur ces nouveaux bâtiments, ainsi que de panneaux solaires permettant de tendre vers des habitations dites ""passives"". Dans ces habitats on pourrait par exemple réaliser l'isolation à partir de plaquette dérivées de cabosses de cacao, de marc de café ou bien de fibres de chanvre, de son de blé...
Il faudrait aussi encourager "" des fermes "" sur les toits des grandes villes, qui permettraient des productions locales et plus raisonnées, tout en verdissant l'espace.
Énormément de possibilités sont envisageables si nous associons éco-conception et éco-construction ( deux domaines différents mais qui synergisent parfaitement bien ).

L'éco-construction est par définition économique et écologique, et constitue en cela une solution viable,rapide et durable vis-à-vis des problèmes environnementaux et sociaux auxquels nous faisons face."
seloger;"Je suis jeune architecte depuis 2 ans.

Au cours de mes études, et de mon expérience professionnel je suis étonné de ne pas voir plus d'architectes dans les débats, commission, convention parlementaire et citoyenne.

Ma contribution ne cherche pas à mettre en avant une profession plus qu'une autre, mais à rappeler que les professionnels de l'architecture et l'Architecture en France sont d'utilité publique avant tout.

Par conséquent il me semble cohérent pour éclairer nos concitoyens qui siègent à cette convention, de leur signaler que cette profession est en pleine mutation pour répondre aux enjeux climatiques, et les invite à se renseigner, en cas de questions au sujet de la construction, auprès d'architectes qui sont expert dans la conception et la construction responsable et bioclimatique, et/ou biosourcée (matériaux peu énergivore à la fabrication, naturel donc biodégradable, et extrêmement efficace en terme d'isolation, comme par exemple, le bois, la terre ou la paille) et qui ne coute pas plus cher qu'un promoteur ou qu'un constructeur(pour anticiper l'idée reçue)."
seloger;"Supprimer la compétence qui permet aux maires d'attribuer les permis de construire pour limiter
1. L'étalement urbain coûteux pour la collectivité 
2. Les phenomenes de pression et d'interconnaissance sur ces élus qui peuvent les conduire à autoriser des permis alors que d'autres solutions sont possibles"
seloger;Réorienter les investissements publics aujourd’hui fléchés vers l'éolien, et rendre obligatoire l’isolation thermique par l'extérieur des bâtiments à chaque ravalement de façade (hormis éventuellement côté rue pour les bâtiments classés) et le remplacement des chaudières à fioul par des pompes à chaleur (dans les 5 ans à venir par exemple). Le tout ayant en plus pour avantage de stimuler l’activité économique locale et améliorer notre balance commerciale (baisse des importations de combustible fossile).
seloger;"Réquisitionner les logements non occupés après un nombre de mois/année à déterminer : 
Que ces biens soient d'office mis en vente au prix du marché."
seloger;"De nombreuses études scientifiques ont montré les effets bénéfiques des jardins partagés en termes de cohésion sociale, de sensibilisation aux enjeux agricoles, de lutte contre l'artificialisation des sols, de nutrition et même de résilience alimentaire. Généraliser leur présence aux pied des immeubles  et au sein des communes pour les habitants de logements collectifs (du parc social et privé) peut ainsi être un levier extrêmement puissant d'une transition écologique porteuse de justice sociale.
Afin de généraliser l'accès à des jardins partagés pour tous, en commençant en priorité par les plus démunis, plusieurs outils de politiques publiques peuvent être mobilisés, par exemple : 
- réglementaire : instaurer un taux minimal de foyers par commune ayant accès à des jardins partagés (à l'image du taux minimal de logements sociaux) ; rendre obligatoire la présence de jardins partagés dans tous projets de logements collectifs ;
- fiscal : instaurer un bonus/malus sur la taxe foncière des propriétaires de logements collectifs, en fonction du nombre de foyers ayant accès à des jardins ;
Attention, le développant de jardins, pour être efficace, doit être accompagner : des animateurs communaux dédiés et la création de ""maisons communales du jardinage"" (proposant des guides et des outils de jardinage par ex.) peuvent être envisagés."
seloger;"Mise en place de panneaux photovoltaïques pour couvrir de ce que l'on appelle le ""bruit de fonds"" de la consommation électrique.
C'est à dire : aux appareils en veille (même si un interrupteur c'est plus efficace), les radios réveils, les réfrigérateurs, les congélateurs, une télévision, un adoucisseur d'eau, une lampe , ... donc pas aux fours, plaques de cuissons, lave-linge, ..
Cela ne représente que quelques centaine de watts en puissance installée ce qui corresponds de 1 à 4 panneaux maximum.
Il existe déjà des logiciels qui calculent selon différents critères (taille du logement, nombre d'occupant, appareils installés, ...) la puissance nécessaire qui corresponds à des kits disponibles sur le marché (sans et avec batteries éventuelles) et qui se branchent tout simplement sur une prise électrique.
Ils coûtent de 500€00 à 2000€00 (plus cher si présence de batterie) selon la puissance et l'origine (ex. : asiatique, européen) des panneaux et onduleurs.
Dans un premier temps cela pour être obligatoire pour les constructions neuves.
Puis sous 5 à 10 ans, pour les autres logements. Voir l'étendre à tous les bâtiments
Avantage, en cas de rupture de l’approvisionnement en électricité par le réseau (risque de tempête de plus en plus fréquentes/violentes suite aux réchauffements climatiques), on a encore un minimum d’électricité en journée sans groupe électrogène émetteur de carbone."
seloger;"A l'image des sous-sols des immeubles new-yorkais équipés de machines à laver collectives (dont l'entretien et le coût d'utilisation sont inclus dans les charges), il faudrait davantage inciter au partage des équipement électroménagers au sein des immeubles, voire même à l'échelle des quartiers.
Pour cela on peut imaginer rendre obligatoire la présence de machines à laver dans tous les nouveaux projets de logements collectifs, proposer une réduction de loyer aux habitants décidant de mutualiser leur équipements, subventionner l’acquisition d'équipements en contre-partie de leur mutualisation."
seloger;"Les SCoT permettent de lutter contre l'étalement urbain par des textes opposables juridiquement. Or le zonage administratif ne correspond pas nécessairement à l'aire d'influence urbaine, notamment jusqu'aux communes éloignées des métropoles dans lesquelles ont retrouve beaucoup d'actifs de ces grandes villes, encouragés par de grands axes routiers.

Dans ces communes éloignées, la construction déraisonnée de lotissements individuels n'est pas soumise à autant de restrictions que les communes plus voisines des métropoles. Il faut donc veiller à ce que les SCoT des agglomérations soient suffisamment étendus pour couvrir l'ensemble de ces communes, en se basant sur les données de l'INSEE et les temps de trajet."
seloger;"Avec ce nouvel objectif ""zéro artificialisation nette en 2030"", on constate dans l'établissement des nouveaux PLU une course à l'utilisation des terrains ""en dent de scie"" dans les villages. La prédation des terres constructibles est bien là, les enjeux économiques privés considérables. Il est présenté aux élus des chiffres de logements à construire comme un impératif, ""il faut construire au moins X logements d'ici 2030"". Or en ""forçant"" ces constructions ""tant qu'on le peut encore"" dans les villages sans activité économique, on favorise l'augmentation des déplacements par l'automobile et de la péri-urbanisation, tout l'inverse de l'objectif initial !

Ainsi l'objectif ""zéro artificialisation nette en 2030"" devrait être plus progressif, avec des objectifs de diminution des logements individuels extensifs dès à présent, et surtout une obligation pour les villes et villages de lutter contre les logements vacants, investir dans la réhabilitation du bâti ancien et des locaux professionnels inutilisés. La construction de lotissements urbains et péri-urbains ne doit être possible qu'en dessous d'un seuil de vacance pour toute l'agglomération qui doit être fixé très bas de manière volontariste."
seloger;"Il faudrait adapter les logement sociaux pour faire du co-living entre generations et/ou deux habitants.

Pour les logements déjà utilisables en co-living, et il y en a, il faut mettre en place une contrainte dans les baux HLM pour que les personnes âgées bénéficiaires de ce genre de logement acceptent de loger un étudiant / un jeune chez eux.

Concernant les particuliers qui sont intéressés par cette démarche, il faut mettre en place un accompagnement et peut être des incitations fiscales."
seloger;"Les centres d'accueil d'urgence ne peuvent répondre aux demandes croissantes des sans abris.
Ainsi fleurissent, sur les trottoirs des villes ou dans leur bois, les tristes bouquets de tentes. Pourquoi au lieu de détruire les bidonvilles, ne pas les améliorer et reconnaître notre incapacité à proposer mieux. Il est inacceptable de détruire la cabane de carton d'une personne qui n'a rien et la jeter dans une misère encore plus grande, le froid qui la mord jusqu'à en mourir parfois. 
Nous devrions construire des camps temporaires pour l'hiver avec des modules simples et sécurisés, type tiny-house. Nous pourrions utiliser les aires pour camping car, les campings municipaux, bref toutes les zones collectives disponibles et adaptées. La distribution de tentes malgré que ce soit une excellente initiative, ne suffit pas. Tout comme les restos du cœur sont un pansement mais pas la solution à la misère. L'état doit mettre en place un logement minimum d'insertion comme il avait instauré le revenu minimum d'insertion."
seloger;"QU’EST-CE QUE LA SOBRIETE ENERGETIQUE ?
La sobriété énergétique consiste à faire des économies d’énergie par la seule modification de notre comportement. Elle ne nécessite donc aucun investissement et s’adresse ainsi à tous.
QUELS SONT LES AVANTAGES DE LA SOBRIETE ENERGETIQUE ?
Ils sont nombreux :
1 - Elle peut être pratiquée par tous, qu’ils soient propriétaires ou locataires.
2 - Elle motive en premier les personnes par le gain de pouvoir d’achat résultant des économies réalisées.
3 - Ces gains ne sont pas négligeables : supérieurs à 10% 
4 - Ces économies sont renouvelables car les bonnes habitudes prises n’ont aucune raison d’être abandonnées les années suivantes.
5 - Elle engage les citoyens dans une démarche d’écologie collaborative lorsqu’ils participent à un défi citoyen (compétition locale entre groupes de familles). 
6- Elle constitue une réponse concrète à l’impatience de ceux qui manifestent pour réclamer des résultats rapides en les engageant à agir dès maintenant à leur niveau.
7 - Elle contribue à la réduction de nos importations énergétiques, donc à l’amélioration de notre balance commerciale.
8 - Elle permet enfin de réduire l’intensité des pics de consommation électrique en hiver, condition préalable à la fermeture de nos dernières centrales au charbon et au fioul.
9 – Elle nécessite très peu de budget."
seloger;"L’énergie fossile très bon marché et le développement de la voiture individuelle ont offert la possibilité d’aller s’installer loin de son lieu de travail (avec pas mal d’inconvénients), souvent pour un meilleur logement, moins cher à la campagne.
Croire que l’on pourrait développer suffisamment les transports en commun dans des zones de faible densité de population est tout simplement utopique. 
Croire que la voiture individuelle peut devenir respectueuse de l’environnement l’est aussi. On peut certes en réduire l’impact avec de petites voitures, très légères et très faible puissance, mais même en électrique (ou H2) c’est loin d’être sans impact.
Il est donc primordial de repenser l’urbanisme de nos villes et banlieues pour favoriser davantage de mixité. C’est très compliqué, mais si on ne fait rien à ce niveau, je ne vois qu’une énorme taxe carbone pour parvenir à faire changer la balance financière du ménage en faveur de davantage de proximité.
On ne change pas son logement sur un coup de tête, pour parvenir à un changement significatif dans 30 ans (2050) il faut des messages très clair dès maintenant. Que choisir, annoncer un prix au litre supérieur à 10€ du litre dès maintenant (pour 2050) ou annoncer l’interdiction de circulation de tout véhicule dont l’émission par km est supérieur à 3 Kg par km, en prenant en compte les émissions de fabrication (ça fait des voitures de max 1l/100km)."
seloger;"Une habitation plus petite est plus simple à chauffer et beaucoup énergivores.

D'une famille de 5 à un couple avec des enfants devenus indépendants, bien souvent les grandes maisons sont désertées.
- Faciliter le changement de logement et le rendre peu coûteux.

Fixer des palliers de surface habitable en m² par habitant pour son logement, et y associer un tarif proportionnel et progressif par pallier, permettant à tous de se loger décemment.
- Favoriser l'utilisation de petits logements, et donc leur multiplification."
seloger;"Les personnes qui manifestent leur impatience sous diverses formes (manifestations pour le climat, grève des lycéens, extinction rebellion) dans la lutte contre le réchauffement climatique attendent des résultats concrets à court terme.
Le grand public constate surtout que nos émissions de GES ont peu baissé ces dernières années.
Motiver l’action positive de nos concitoyens à travers les gains de pouvoir d’achat qu’ils peuvent réaliser serait sensiblement plus efficace, à court comme à long terme, que l’alourdissement des taxes."
seloger;"Végétaliser les toit des immeubles ou autre hangar, grand surface etc Permettrais d'isoler les bâtiments thermiquement et phonétiquement. 
Ça peut aussi servir de capteur de carbone.

https://www.pratique.fr/avantages-et-inconvenient-d-un-toit-vegetal.html

https://fr.wikipedia.org/wiki/Toiture_v%C3%A9g%C3%A9tale#Avantages"
seloger;"On oublie complètement les personnes âgées, qui ont elles-aussi le droit à la mobilité et conservent souvent une voiture qui ne leur sert plus beaucoup parce qu'elles ont des difficultés à prendre les transport en commun, à cause de petits maux physiques ou parce qu'elles ont peur de rentrer chez elles les soir.
Je propose d'attribuer des chèques taxi partiellement ou totalement financés (selon le revenu) aux personnes de plus de 65 ans qui renoncent à leur voiture personnelle."
seloger;On voit tous en passant sur le périph tous ces appartements (HLM qui continuent de pousser comme des champignons) tandis que des immeubles entiers de bureaux restent vides dans la Capitale. C'est un non sens. Il faut inverser les choses et mettre les bureaux aux abords du périph pour loger les gens dans la Capitale dignement. Ce serait un bon moyen de redynamiser aussi la vie en ville et les commerces de proximité.
seloger;"L'informatique consomme de plus en plus d'électricité et donc émet de plus en plus de CO2 (ou de déchets radioactifs).

il serai de bon ton de maîtriser à la baisse ces flux pour en réduire la consommation.

Tous les usages ne se valent pas en terme de nécessité et certains sont fort gourmands tandis que d'autres pourraient être optimisés en frugalité.

Les vidéos youtube par exemple sont souvent fournit avec la qualité la plus forte possible fonction de la bande passante disponible: Je doit ouvrir les paramètres à chaque fois pour abaisser de la HD (1080~720) vers un débit plus raisonnable tel que 480 ou 360.
Un simple mesure incitative: le réglage est en résolution moyenne par défaut et pour pouvoir lire la vidéo en HD, mettre un temps de latence avec un affichage qui l'explique: les vidéos en basse res se lance immédiatement tandis que les vidéo en HD te font poireauter un peut (genre 30 secondes ou 1 minute) de sorte que l'usager ne choisira la HD que pour les vidéos où cela le motive vraiment.

D'une manière générale l'informatique pourrait faire l'objet d'une thématique aux côtés de se loger se déplacer se nourrir etc partant qu'il s'agit d'un post de consommation énergétique en forte progression et qu'il finira probablement à des niveaux similaires aux autres activités humaine.

Merci à vous tous et bon courage."
seloger;"Bonjour,

A tout hasard donc,
voici pour synthétiser, 
le Concept Dit Zident...

http://www.philippe-laffont.net/LeConceptDitZidentA6.pdf

http://www.philippe-laffont.net/2019LeGrandDebat.pdf

Connaissez-vous, ne serait-ce qu'un équivalent théorique?

;-)

Philippe LAFFONT"
seloger;"Où vivre 
Pour ceux qui vivent en ville on doit construire des immeubles de grande hauteur, y mettre des lieux de vie commun, supprimer les toits ,les remplacer par des terrasses aménagées ,developper d’autres formes d’habitats communs 
Avec l’espace gagné on crée des parcs, jardins, ...

Pour la banlieue on ne construit plus sur de nouvelles terres agricoles 
On diminue les banlieues qui sont les maux de notre société 

Pour les petites villes on recrée des logements en centre ville quitte à démolir et reconstruire avec aussi des lieux de vie commerce service public école...

Pour les villages où beaucoup de maisons sont inoccupées on loge des personnes à faible revenu et on développe la fibre, télétravail 
On développe des services communs épiceries, transports 
On finance l’agriculture Bio avec l’emploi nécessaire plutôt que de mettre des subventions à l’hectare 

De manière générale on doit re développer les villages, diminuer l’emprise des villes ,faire des circuits court, diminuer le temps de travail pour le partager...
1% de l’humanité qui détient 50% des richesses est une impasse"
seloger;"Dans l'objectif initial de la convention citoyenne, il est écrit : Abaisser de 40% les émissions de CO2 d'ici 2030 !!
Cet objectif est contestable par ceux qui ne participent pas à la convention citoyenne. Il n'a pas à être contesté par ceux qui ont accepté leur tirage au sort et qui participent à la convention citoyenne.
De tous les débats que j'ai pu voir et écouter, il me semble que cet objectif est souvent oublié. Sous couvert de bons sentiments, bien entendu !. Je rappelle que baisser de 40% en 10 ans équivaut à baisser les émissions de 4,5% par an à peu près.
Baisser les émisssions de 4,5% par an demandera de « gros » efforts de la part des « riches » mais demandera aussi des «efforts « significatifs » de la part des « pauvres ».
Nous n'y arriverons pas sans mesures « radicales »

Pour faire simple (bien qu'il faille se méfier de la simplicité), vous pouvez étudier la question si on vous avez demandé de baisser de 80% d'ici 2050."
seloger;"Tous les matériaux utilisés dans la rénovation ou la construction neuve possèdent des caractéristiques techniques et environnementales. Ces caractéristiques sont résumées dans des fiches FDES.
Ces fiches sont déclaratives (chaque fabriquant déclare les caractéristiques de son produit). 
Cela à pour conséquences que beaucoup de mensonges ou d'arrangements qu'en au reel bilan environnemental de ces materiaux et indiqué dans ces fiches.
Cela ne permet pas de favoriser les matériaux réellement vertueux. Ces fiches ont un effet pervers.
Il serait sûrement important de conserver une classification des matériaux mais d'avoir un organisme qui édite ces fiches sur la base de critères transparents énoncés et discuté. 
Le CSTB pourrait avoir cette nouvelle mission.
Le CSTB est l'organisme qui rédige les règles de construction DTU notamment."
seloger;"Afin de réduire de manière significative les déplacements, les lieux de travail, commerces, les services publiques, doivent être beaucoup plus proches de l'habitation. Dans les villes moyennes et les grandes agglomérations, les commerces de bouche, les écoles doivent être à moins de 300m afin de pouvoir y aller à pied en moins de 5mn. Les zones de travail pourraient être à moins de 2km afin de pouvoir y aller à vélo.
Les cheminements pour les piétons et les cyclistes doivent être sécurisés, agréables, et continus pour ces trajets de proximité pour les déplacements du quotidien. Enfin les zones de maraichage doivent être situés à proximité des villes au lieu de ces zones commerciales et zones d'activité. L'aménagement du territoire devrait avoir beaucoup plus de mixité pour notre bien être et notre environnement."
seloger;"Je propose la mise en place de façon rapide, urgente, de toutes les mesures citées dans le lien ci-joint de l'Initiative Citoyenne Européenne (ICE) intéressante à signer et partager autour de soi (connaissances, proches...). Les principales mesures sont entres autres :

- faciliter l'accès pour tous à des logements sociaux et abordables,

- ne pas appliquer les critères de Maastricht aux investissements publics dans les logements sociaux et abordables...

https://www.housingforall.eu/fr/le-logement-doit-etre-social-et-abordable/?fbclid=IwAR1jvrAXvdgrfO6_N03yCtb6OLfNtKx912m3U-HWq3ocMf16Dzsg9SasWOE"
seloger;"Cela fait des années que les gouvernements successifs promettent de lancer la rénovation énergétique de 500.000 logements par an. Cet engagement n'a jamais été tenu. Il est URGENT de prendre les mesures pour qu'il devienne enfin réalité. C'est essentiel compte tenu du poids du secteur des bâtiments dans les émissions de GES.
Pour qu'un calendrier ambitieux soit tenu, il faudra nécessairement imposer des dates limites pour les rénovations.
Ceci n'est viable que si des montages financiers novateurs sont utilisés en tant que de besoin. Il y a de très bonnes idées à prendre dans des pays voisins: le financement peut être assuré par des organismes indépendants des propriétaires et des occupants, et ils se remboursent ensuite par le biais des économies de chauffage réalisées.
Il faudrait évidemment que les occupants, même sans contribuer à l'investissement, puissent aussi voir leurs charges se réduire, de façon à mieux lutter contre la précarité énergétique."
seloger;Il faut obliger les co-propriétés à un installer un composteur commun ... le compost pourra ainsi être donné à la ferme urbaine de sa ville ( emplois a créer pour l’exploitation des composts ).  Les co-propriétaires qui donneront leur compost payeront moins cher les produits issus de leur ferme urbaine.
seloger;"Que chaque foyer puisse accéder à une lecture simplifiée de sa conso d'énergie en temps réel (envoi sms début de mois), 
Qui explique si on a augmenté, baissé, de combien."
seloger;"Autoréhabilitation accompagnée (ARA)
Des professionnels peuvent aider les habitants qui n'ont pas les moyens ou les savoir faire à réhabiliter leurs logements. Cela permettrait de s'approcher de l'objectif de réhabiliter 500.000 logements par an, de lutter contre la précarité énergétique et la dégradation de la santé des habitants.   
Loin de créer de la concurrence avec les professionnels, l’ARA  leur ouvre des marchés. En 2016, au sein de la FEDAC (Fédération des accompagnateurs à l’autoproduction et à l’entraide dans la bâtiment)  des professionnels (artisans, architectes, chercheurs…) se sont regroupés pour œuvrer à la diffusion de ce métier d’accompagnateur dans de bonnes conditions sociales et techniques.
 Des études ont  précisé dans quelles conditions les professionnels pouvaient aider les habitants à faire une partie des travaux eux-mêmes. Une formation a été développée par les universités de Valenciennes et du Littoral donnant lieu à un diplôme universitaire. 
Le Conseil Général de l’environnement et du développement durable dans son rapport « Contribution de l’ARA au plan de rénovation énergétique de l’habitat ». en 2014 a fait 12 propositions remises au ministre du logement. 
 La dignité et la fierté de celui qui peut dire : « ça c’est moi qui l’ai fait » sont inestimables 
L'inertie a rendu  sourd aux propositions faites par le rapport Berrier. La convention va-t-elle nous sortir de l'impasse ?"
seloger;"Limiter les espaces artificialisés des particuliers en supprimant la taxe au nombre de place de stationnement sur les constructions neuves et remplacer celle-ci par une taxe liée à la surface imperméabilisée du projet.

Modifier le code de l'urbanisme pour que toute création de surface imperméabilisée nécessite le dépôt d'une déclaration préalable"
seloger;"Le fioul est un des combustibles fossibles les plus polluants, qui reste très utilisé en France.

Plannifier le retrait des chaudières au fioul, c'est commencer par donner de la visibilité au secteur avec un horizon raisonnable (5 à 10 ans) de sorte que:
- il ne soit plus possible d'installer ou de remplacer des chaudières au fioul
- des aides soient mises en place pour aider les propriétaires à transiter en fonction de leurs revenus
- les contrôles du parc restant soient intensifiés pour inciter à transiter plus vite"
seloger;"Les Transports en Commun  sont essentiellement financés par le Versement Transport payé par les entreprises.
Le VT tel qu’il a été conçu dans les années 70 — avant les chocs pétroliers, avant le constat du réchauffement planétaire — n’est pas incitatif car son assiette n’est pas la bonne. Ce n’est pas sur le nombre de salariés qu’on devrait taxer les entreprises pour financer les transport en commun, mais sur la distance réelle entre le lieu de résidence des salariés et leur lieu de travail.
Une entreprise serait alors fiscalement incitée à recruter dans son environnement proche, les salariés de troisième couronne comprendraient que leur choix de résidence n’est pas judicieux, la ville deviendrait plus dense et la rentabilité des transports en commun augmenterait à budget constant.

post à lire https://tinyurl.com/y2l6qgyt"
seloger;"10 gestes pour réduire jusqu'a 10% les impacts citoyens sont présentés par Facteur 4. L'enjeux est ici de rendre ces gestes ""normaux"", une nouvelle règle social. Les ecogestes sont une infime partie de la réponse, il s'agit donc de construire les conditions pour que ces actions deviennent simplismes dans quotidien des citoyens, pour que chacun puisse s'attarder sur ce qui permettra de réduire le plus d'impacts : son engagement citoyen dans la vie des collectivité, dans son travail, dans son entourage !"
seloger;"Les normes de constructions en faveur des économies de chauffage sont aujourd’hui souvent mises en défaut par une mauvaise mise en œuvre par le BTP, puis par une mauvaise utilisation par les habitants. Ils conduisent malheureusement souvent à des surcoûts importants de construction et en revanche à de faibles (voire nulles) économies sur les consommations.
Il serait intéressant d’avoir un suivi réel des consommations après mise en service afin de pouvoir faire un bilan et pouvoir corriger si c’est possible les malfaçons ou mauvaises pratiques.
La trop grande sophistication des installations doubles flux qui conduit à beaucoup de dysfonctionnements pourrait être remise en cause au regard de solutions plus simples inspirées de l’habitat ancien où les systèmes dits passifs ont fait leurs preuves (inertie thermique, ventilation naturelle, volets bois, vegetalisation....).
Les solutions retenues devraient de toute façon intégrer autant le froid hivernal que la surchauffe estivale qui devient l’un des gros problèmes urbains.
L’esprit d’économie de nos ancêtres pourraient être remis au goût du jour en traquant aussi dans les normes d’équipement toutes les prescriptions trop généreuses par exemple au niveau des éclairages et chauffage des communs dans le collectif. 
Inversement, les gains escomptés par lots devraient toujours être hiérarchisés afin de conduire à une optimisation générale au regard des coûts, pour un rééquilibrage vertueux des dépenses."
seloger;"Moins de CO2 pour se chauffer sans augmenter les autres pollutions :
Liste des gaz à effet de serre principaux : CO2 et Méthane.
Polluants : Déchets nucléaire, extraction des métaux rares, particules fines.

Bilan, se chauffer au :
- Charbon : CO2 et particules : NON
- Pétrole : CO2 et particules : NON
- Gaz : CO2  : NON
- Électricité : si charbonnée: CO2, si nucléarisée : Déchets nucléaires : NON
- Électricité photovoltaïque : intermittence, trop diffus,  extraction des métaux rares, NON
- Électricité  éolienne : intermittence, trop diffus, extraction des métaux rares, NON
- Hydrogène : peut être avec des énergies intermittentes mais la mise au point d'un processus propre et rentable énergétiquement parlant, prendra des années : NON
- Hydraulique : semble très bien mais créer de nouveaux barrages ne sera pas acceptable socialement.
- Autres carburants et gaz, soit disant bio : ne me semble pas sérieux à l'échelle de nos besoins. NON
- Bois : OUI à condition de ne pas bruler plus que la repousse.
- Solaires thermiques : OUI, car le moins polluants à conditions d'accepter de relever les panneaux à 60° par rapport à l'horizontale. Ce qui entraine de toucher aux ""sacro saint"" esthétique de nos maisons et immeuble qu'ils soient traditionnel ou pas !

Il va vous falloir du courage pour dire la vérité aux français. Vérité comprenant : de la décroissance, moins de consommation, moins de mobilité...etc...

Sincèrement, bon courage !!!"
seloger;"Intégrer dans les fonds de péréquation horizontaux l'ensemble des ressources énergétiques et structurelles nécessaires aux transports (en commun, individuels) des habitants qui se déplacent quotidiennement pour rejoindre leur lieu de travail. 
Ceci pour l'ensemble des communes, quelle que soit leur niveau de population,  afin de rendre moins attractif l'étalement urbain."
seloger;"En milieu ultra rural, certains font le choix de s'installer loin de tout. Un choix très important en terme d'infrastructure et d'impact carbone si il y a raccordement. Ce cas est vrai pour des communes rurales excentrées. 

Soutenir directement l'autonomie énergetique, les systèmes d'épuration, de traitement de déchets autonome , de mobilité de ces lieux représente des économies réalisées pour la collectivité - des infrastructures évitées - une réduction d'impact à moyen terme."
seloger;"A quoi vont servir les critères du patrimoine lorsque pluies diluvienne, sécheresses, flux de population et catastrophe naturelles auront défiguré nos paysages ... quid de l'AFB? 

Quelle utilité d'être propriétaire si l'on ne peux pas installer une toiture végétale, récupérer l'eau de pluie, produire de l'énergie faute de moyen ?  quid des tiers investisseurs ? de la notion de propriété ?

Quid des logements sociaux droit pour 60% de la population faute de logement privé accessibles, des personnes qui en ont le plus besoin se retrouvent à la rue ? Quid de la responsabilité des agences immobilières, des multi-proprétaire/bailleurs privés ?

Rénovation et chaudière à 1€ ! bonne voie si materiaux de rénovation réellement ""eco"""
seloger;"Privilégier l'amélioration , la restauration ou la construction d'habitations dans l'espace urbain actuel et limiter fortement la possibilité de constructions en dehors des villes. 
De même, stopper la construction de zones commerciales hors agglomération, au bénéfice des commerces déjà présents (ou abandonnés) au sein des villes.   
Ceci permettra une plus grande utilisation des transports urbains et la limitation des transports routiers."
